* 통계표명 :,평균매매가격_아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,한국부동산원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2021.03.20 15:48:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,천원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지 역,,,,2012년 01월,2012년 02월,2012년 03월,2012년 04월,2012년 05월,2012년 06월,2012년 07월,2012년 08월,2012년 09월,2012년 10월,2012년 11월,2012년 12월,2013년 01월,2013년 02월,2013년 03월,2013년 04월,2013년 05월,2013년 06월,2013년 07월,2013년 08월,2013년 09월,2013년 10월,2013년 11월,2013년 12월,2014년 01월,2014년 02월,2014년 03월,2014년 04월,2014년 05월,2014년 06월,2014년 07월,2014년 08월,2014년 09월,2014년 10월,2014년 11월,2014년 12월,2015년 01월,2015년 02월,2015년 03월,2015년 04월,2015년 05월,2015년 06월,2015년 07월,2015년 08월,2015년 09월,2015년 10월,2015년 11월,2015년 12월,2016년 01월,2016년 02월,2016년 03월,2016년 04월,2016년 05월,2016년 06월,2016년 07월,2016년 08월,2016년 09월,2016년 10월,2016년 11월,2016년 12월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월
,,,기흥구,341083,341083,341083,340627,340329,340324,340324,338852,336700,335018,333684,332211,330491,329298,328526,328439,328298,327553,326711,325877,324974,324886,324526,324474,324140,324246,323632,321649,320719,320789,320807,320842,321044,321447,321509,321588,321930,322526,323333,324544,325079,325868,325035,325833,326921,327798,328518,329044,329325,329360,329395,329307,329263,329263,329219,329254,329281,329404,329526,329561,329544,329456,329474,329526,329500,329482,329509,329561,329789,330088,330228,334787,334956,335257,335846,337787,339684,343515,346324,348941,356015,362684,366890,367662,371310,370500,370049,366620,365275,365268,364796,364937,365606,366401,367894,370514,390082,398466,410507,414630,416514,422842,429130,433849,446096,448459,455356,462630,471301,482925
,,,수지구,424237,424153,421373,419763,417127,413983,412161,406407,398703,393237,386593,381517,378636,376814,375831,374966,376432,378390,377983,376576,376288,376703,376983,377356,379364,380585,383619,382932,382492,382254,382602,383025,384458,386229,387246,387814,389356,390661,391627,393127,394314,395525,425542,426407,428017,429949,431347,432153,432669,432669,432669,432636,432568,432500,432517,432585,432636,432873,433093,433093,433136,432975,432839,432653,432314,432280,432186,431949,431881,431678,431186,441559,441279,443184,447125,453522,455868,456360,457051,459110,466397,473897,478676,480662,507371,506843,505543,501793,499257,497271,497093,499164,500379,501250,504536,512200,533655,553627,571796,579239,582803,589676,597134,607894,621514,629831,637063,645239,656486,671155
,,수원시,,257306,256960,256109,254670,253537,252000,251187,250335,248856,247189,246167,244100,242442,241666,240906,240830,241104,241129,240860,239782,239616,239943,240682,241313,251371,251881,252699,252691,252573,252786,252953,254063,256890,258255,259545,260857,263446,264931,266227,267732,269824,271825,289827,291080,292161,293321,294338,294770,294945,294983,295063,294957,294797,294481,294566,294648,295481,295768,296358,296647,296771,296931,297162,297480,297775,298061,298450,298703,299822,300252,300583,316671,317073,318288,319668,320741,321637,322557,323391,323728,325138,327262,329000,330619,347353,347195,346809,346141,345145,344626,344983,345939,346987,348336,350581,355992,391685,412633,433729,438176,439945,445036,450633,453423,455554,457992,459897,463290,468955,477390
,,,장안구,243036,242606,241455,240908,240234,239088,238073,237130,235509,235053,234237,231945,231259,230556,230192,229884,230163,229628,229337,228570,228244,228640,228988,229209,229163,229302,229581,229628,229419,229465,229465,230849,232186,232733,233128,233360,234326,236837,238884,242186,244000,246023,256686,258733,259895,260733,262116,262547,262895,262640,262500,262407,262291,261988,262012,262186,262302,262570,263209,263337,263384,263523,263756,264186,264477,264930,265267,265500,265721,265802,266140,297912,296873,296118,296137,296206,296098,296020,296039,296020,296157,296608,298441,299931,309029,309019,308942,308596,307837,306885,306606,306913,306952,307250,307462,307404,328885,338394,356135,361615,362500,366644,369981,370923,371760,373058,374337,375462,376808,380019
,,,권선구,226405,225869,223774,223203,222096,220191,219846,218977,217202,214477,213679,213607,212710,211995,211512,212036,212274,212857,213131,212333,212667,213131,214048,214786,225989,226333,227089,226811,226900,226922,227167,227667,228744,229456,230389,232022,233211,234333,235633,236700,237344,239133,245578,247433,248767,250156,251433,251911,252011,252033,252000,251911,251500,250844,250867,250789,255000,255229,255896,256115,256094,256281,256740,257031,257500,257729,258271,258396,258688,258958,259375,270182,270000,270045,269582,269427,269264,268673,269045,269055,269973,271755,272364,273164,284974,285155,284724,283983,283509,283147,282845,282914,283224,283353,283707,285595,318653,339907,363305,367229,367805,370805,374390,376483,378025,378958,379712,382314,386492,391542
,,,팔달구,262316,261630,261583,261583,260599,259708,258855,258378,256938,256461,256225,254133,250680,250169,248763,248875,248891,249594,248578,248250,247750,248109,247750,248906,250094,251484,253375,253172,252813,254266,254563,255859,258188,259000,260047,261172,264157,265657,266229,268443,269743,271686,271638,273000,273463,273750,274125,274325,274288,274363,274363,274138,273850,273863,274075,274288,274350,274788,275475,275913,276113,276275,276638,277213,277650,277975,278450,278863,279138,279338,279788,295211,296316,298184,299684,300724,300803,300987,302263,303500,305145,308421,312329,316197,330486,330351,330851,330378,329514,329068,328446,329311,330500,331311,332797,337919,360986,380649,400824,406351,413189,418838,424743,426919,427919,428351,429351,431014,434986,443243
,,,영통구,287703,287693,287616,284306,282756,280926,279946,279017,277837,275538,273880,272400,270170,269190,268190,267740,268140,267860,267480,265670,265360,265520,266830,267460,287269,287824,288648,288889,288769,288759,288935,290250,295685,298352,300648,302546,303889,304898,305926,306222,309769,311917,350381,350627,351695,353229,354042,354525,354712,354949,355288,355203,355237,355034,355161,355246,355314,355602,356068,356466,356720,356873,356890,357059,357178,357381,357661,357966,360602,361466,361686,372587,374143,377333,380992,383690,386357,389365,390937,391444,393992,397079,398857,400397,428129,427593,426736,425850,424236,423850,425486,427607,429857,433057,438407,450314,499845,528211,549901,553754,555338,562507,571035,575754,579549,584577,588099,594134,604282,618775
,서해안권,,,239872,239344,239107,238662,237906,237083,235940,234882,233626,232583,232020,230287,229013,228109,227112,227220,227920,227996,227499,226794,226754,227862,228706,229428,231934,232636,233720,233729,233724,233670,233745,234017,235504,236568,237256,237690,237959,238819,239964,241838,243726,245457,251278,252285,253263,254617,255680,256408,256561,256561,256331,256049,256052,256364,256650,256889,259987,260407,260839,261029,261140,261262,261378,261687,262103,262536,262903,263429,263806,264092,264290,269806,270408,270643,270724,270849,270483,270335,269902,270186,271972,274135,274845,274550,290479,289773,288741,287079,285679,284978,285207,285525,286392,287512,289417,292089,311517,315183,323696,329693,332472,336545,340904,344304,346603,347579,349749,352441,355604,362682
,,부천시,,264784,263646,262913,261679,260055,258918,256999,255914,254050,252128,251166,250246,247520,245692,244388,244399,245124,244901,244571,243274,243147,245440,246606,247428,252386,253173,254194,254212,254517,254902,255231,255488,256218,256903,257289,257647,257958,258473,258980,259593,260355,261729,268723,270089,271635,273592,275021,276048,276456,276573,276515,276571,276720,277264,277943,278269,267676,267980,268319,268423,268342,268342,268265,268365,268742,269251,269745,270876,271623,272055,272750,289772,290346,291019,291395,291809,291654,292130,292728,293037,294377,299981,304469,304519,314024,313774,313750,313786,313155,313161,313726,314464,316113,318679,322327,324720,343335,345676,351371,355994,358671,362547,366676,370076,372088,374047,376318,380800,385494,394224
,,,(구)원미구,292650,291740,291000,289200,287350,286000,283600,282560,279920,277940,277060,276360,272470,269730,268090,268290,269350,268850,268310,266330,265970,269670,271160,272080,280528,281340,282849,283208,283538,284057,284509,284802,285519,286132,286509,286962,285909,286436,286936,287491,288282,290018,293545,295391,297282,299682,301200,302127,302555,302745,302764,302764,303000,303800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,(구)소사구,249071,247714,247714,247100,246200,245471,243757,242243,240786,238286,236771,235643,234686,234150,233321,232776,232876,232960,233057,232671,232914,233457,234143,234414,234686,235471,235971,235814,235929,236129,236200,236329,237143,237771,238086,238386,238443,239057,239671,240486,241143,242057,257871,258329,259500,260986,262443,263657,264057,264114,263857,263971,264000,264143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,(구)오정구,185327,183712,181615,181423,179308,178231,177808,177365,177769,177173,176942,176115,174538,173788,172885,173231,173846,174115,173788,173404,173481,173635,174462,175962,176288,176981,177096,176115,176692,176904,177250,177615,178231,179308,179865,179962,180096,180365,180692,181154,182000,182769,186654,187808,188654,189692,190692,191769,192115,192038,192058,192231,192250,192519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,안산시,,231302,231485,231026,230946,230939,230659,229109,227796,227290,226766,226598,226193,225173,224564,223521,223082,224441,224797,224434,223952,223947,224984,225661,226292,227590,228895,230387,230063,229958,229884,230143,230333,233696,234662,235583,236561,237326,238264,240970,244904,247932,250585,263643,265036,266476,268283,269087,269918,269669,269267,268333,267051,266757,267276,267588,267721,268226,268533,268564,268550,268484,268405,268405,268468,268283,268346,268327,268528,268677,268618,268146,277291,276902,276348,275739,274908,272977,270923,267560,262183,260574,259663,258616,257314,254523,253587,253276,252651,252359,251429,251175,251043,251340,252352,253671,257363,269946,271960,278477,287180,292709,300144,304197,305620,305309,305350,305924,306647,308363,319988
,,,상록구,224205,224205,224244,223577,223359,223115,220949,218487,217872,216744,216833,216897,216692,216154,214513,213474,214923,215308,215423,215154,215192,216846,217782,218962,220359,220923,222038,221167,220769,220692,220949,221064,223654,224769,225962,226897,228051,229000,232513,237141,239705,242372,251782,252692,254000,255103,256077,255795,255590,255410,255128,254872,254423,255256,255718,255897,256154,256513,256667,256692,256654,256474,256474,256449,256423,256397,256269,256077,256077,255859,255295,261556,260756,260300,259689,259211,257344,255867,252322,246267,244189,243344,242456,241156,242683,241728,241170,240170,240011,238307,238023,237864,238489,239761,240648,244909,254477,256727,263534,270580,274830,280693,284489,285545,285420,285466,285545,285932,287216,301614
,,,단원구,237167,237500,236631,237036,237202,236893,235851,235488,235071,235048,234667,233714,232036,231369,230810,230857,232143,232476,231726,231071,231031,231569,232036,232224,233440,235345,237143,237262,237393,237321,237583,237833,241821,242667,243369,244381,244893,245821,247869,251238,254643,257286,273310,275095,276643,279024,279690,281429,281143,280560,279095,276976,276810,277071,277262,277357,277733,278000,277933,277889,277800,277800,277800,277933,277622,277756,277822,278333,278600,278667,278267,289216,289137,288510,287902,286804,284824,282333,279108,274245,272990,272029,270863,269559,264150,263230,263120,262800,262400,262100,261870,261760,261790,262590,264260,267490,281796,283630,289926,299898,306407,315046,319296,321000,320546,320583,321537,322519,324565,334065
,,시흥시,,190944,191093,190667,190556,189361,187074,186046,185148,184324,184222,183324,182620,181344,179567,178974,178719,179089,179496,179630,179111,179389,180565,181028,181824,182130,182861,183593,183171,182435,182185,182154,182487,183910,184586,184936,185257,185665,186172,187537,189917,192250,193889,198306,199167,200556,202444,202806,202917,202731,202472,202250,202250,202324,202843,202926,203074,206875,207027,207125,207125,207170,207107,207143,207277,207647,207879,208004,209098,210045,210750,211223,219394,219167,218977,218773,218553,218182,217864,217447,216902,216826,217136,217386,217159,237831,237577,237000,235345,234542,233817,232972,232479,232662,232282,232585,232873,252934,256125,264336,273184,275283,277678,280605,281941,282125,282375,282789,285112,287770,294171
,,광명시,,312094,309177,309417,309167,308042,306875,305271,304333,303281,301396,300781,298417,296344,295990,292740,293281,294927,295771,295396,294792,295458,296271,298979,300594,304042,305188,308010,309156,309458,309271,309063,309750,312042,317240,319052,319990,321781,324500,327427,331875,338156,343458,356667,358854,360385,362385,365833,367875,369104,369542,369292,368833,368833,369521,370250,371344,372917,374646,376417,377125,377583,378104,378625,379417,380604,382990,384625,386990,387906,389052,390750,391018,391900,393482,394900,396264,397891,400145,402473,412800,428691,435736,437391,436609,498125,494446,488688,481741,475411,476527,483964,488839,494170,499902,506098,519000,562816,569877,580044,585289,587667,589947,598246,609632,618509,611851,617368,622605,629096,639272
,,화성시,,269162,269137,269131,267480,266079,265361,264583,262263,259453,257658,256720,255462,255011,254749,254448,255366,255992,255967,254623,253885,253525,254459,255041,255672,256459,256738,257549,257738,257869,257475,257443,257164,258369,258336,258844,258861,259443,260131,260484,261631,262328,262885,263349,263802,263833,264274,264861,265242,265258,265385,265345,265242,265282,265250,265298,265417,288342,288680,289320,289743,290165,290623,291004,291750,292687,293060,293461,292975,292905,292919,292792,291892,295849,296966,297700,298986,299347,300584,301532,303084,305494,308591,308429,308994,328841,328460,327381,325494,324545,323028,322670,322619,322966,323273,325449,328261,353651,361382,376292,383264,386066,391241,396245,400401,404604,408788,412358,414962,417113,422840
,,오산시,,220530,220530,220280,219438,218596,218293,218318,218119,217669,217620,217540,217643,217443,217029,216729,216643,216543,214857,213714,213029,212443,212557,212614,212757,214618,214618,215316,215013,214789,214711,214684,214934,216026,216697,217197,217105,217197,218329,218645,219237,219895,220250,221237,221276,221408,221842,222329,222763,222671,222671,222592,222447,222434,222408,222368,222447,221663,221888,222088,222138,222263,222288,222263,222388,222488,222475,222525,222425,222375,222325,222025,205122,203022,201844,200800,199233,197956,196933,195856,195467,195367,195356,194678,193967,206259,205759,205034,204491,203095,202828,202198,201983,201815,201642,201418,200754,205779,206328,214180,219320,222197,225770,228205,230311,231984,233434,236672,239730,242492,247000
,,평택시,,168540,168590,169000,170730,172310,173010,172990,173320,173150,173140,173480,173280,173170,172900,172641,172720,172649,172933,172597,172343,172152,172282,172422,172687,176865,177166,177336,177232,177350,177362,177322,178028,178377,178797,179467,179868,180502,180823,180922,181410,181962,182632,184495,184892,185146,185533,186080,186420,186439,186495,186495,186373,186373,186160,186113,186000,191491,191741,191955,192063,192045,192063,192098,192313,192375,192188,192223,191955,191866,191795,191286,200664,199724,199104,198478,197888,196918,194933,192597,191313,189567,188142,186754,186306,192442,192164,191543,189735,188133,186509,184435,183262,182614,182133,181546,180880,193599,193582,196679,198551,200011,202699,206500,208267,208574,208903,209369,210290,213051,216352
,동부1권,,,262207,261706,260754,259669,257964,256188,254109,251175,249584,248704,246987,245259,243535,242094,241310,241598,242052,241792,241165,240565,240244,241470,241801,241610,242066,242403,243108,243099,242800,242464,242168,242204,242745,243371,243869,244042,243490,243911,244905,247002,248708,250199,259607,260296,261460,262982,264369,265275,265414,265474,265546,265691,265715,265816,266063,266461,271254,271803,272391,272404,272367,272372,272388,272634,273065,273901,274476,275265,275608,276089,276438,319585,319838,320690,322622,323757,324453,324730,325119,325846,329184,330950,333662,334269,367320,366580,365607,363968,363112,362412,363170,364402,365979,367800,370479,373971,399022,402234,408973,414439,416960,422455,431730,440449,446967,450075,455522,461731,470042,483098
,,남양주시,,238545,237636,236106,234841,232553,230894,229288,227000,225152,224576,223258,222030,221326,220242,219485,219409,219682,219265,218689,218144,217645,218417,218627,218747,219344,219973,221094,221283,221152,220818,220591,220561,221068,221455,221689,221841,222000,222167,222720,223977,225114,226030,232008,232424,233394,234939,236470,237598,237773,237909,238045,238258,238333,238500,238750,239189,239568,240114,240755,240712,240689,240682,240682,240924,241182,241856,242439,242870,243158,243385,243688,277932,277593,277278,277642,277883,277667,277630,277593,277420,277673,278253,281352,281722,305442,305453,305274,305049,304729,304768,304549,305083,306099,306522,307163,308494,321247,324274,328538,333349,335597,339038,345522,353065,358398,361081,367247,374140,383527,397892
,,구리시,,312153,312292,311944,310208,309514,308389,306736,304569,301875,299583,295389,293056,287694,284625,282847,283319,284000,284458,283750,283444,283306,285500,286486,286986,287417,289194,289972,290597,291069,291139,290653,290972,291847,292639,293597,294083,294306,294847,296000,298111,299889,302014,315208,316361,318194,320139,321611,322750,322972,323000,322986,323097,323181,323583,324264,324931,325444,325833,326528,326625,326625,326708,326792,327000,327417,328431,329028,330194,330958,331681,332486,374686,375430,376209,376942,378558,381012,382593,383744,387547,397093,402733,408384,411570,424840,425394,425755,426245,425926,426660,427787,428989,431383,433755,438915,441521,461719,468479,487781,504438,512604,520500,529281,540885,549813,552844,555135,557625,563208,574438
,,하남시,,307414,307414,307414,307069,305259,300690,293362,283793,284310,283879,282500,280517,277121,276328,276121,276931,278879,278414,277914,276810,277586,281328,281414,280966,281931,283207,284431,284759,284379,284310,284207,284603,285828,288103,289000,288931,289414,290793,293621,301983,308017,312707,337500,338984,340694,342355,343339,343258,343145,342774,342694,342532,342000,341145,341048,341081,376365,376878,377257,377149,377068,377135,376946,376811,377824,380027,380527,383351,383459,384784,385527,460867,462889,468444,478111,483278,486833,487622,489367,491444,502256,506056,507100,506644,566398,561907,557000,548343,544926,540574,544815,549861,553565,560139,568509,581074,651784,654845,663241,664871,663819,670922,690698,706103,717353,723112,732095,740784,751940,769233
,,광주시,,262957,262914,262786,262581,262001,261037,260416,258889,258017,257260,256589,256446,255960,254517,254317,255403,255300,254986,254171,253386,252800,253014,253243,251343,250971,248071,246829,245186,243500,242543,242071,241814,241671,241914,242629,242700,242714,243371,244714,245986,247014,247986,250214,250886,251686,252557,253586,254100,254200,254314,254343,254486,254657,254886,254914,255129,255243,256014,256443,256700,256600,256514,256700,257329,258000,258157,258743,258886,259200,259757,259471,256560,256500,256440,256702,256083,255083,254583,254214,253536,253369,253179,253226,253214,278155,278036,277718,277518,277373,277064,276564,275555,275600,275891,276091,276909,286983,287483,287975,289208,291400,299375,305600,307217,309517,310883,312758,317358,321342,326700
,동부2권,,,166727,166928,166453,166220,166238,166154,165884,165219,165176,164548,163811,163380,163456,163734,163741,164309,164948,165203,165187,165008,165275,165931,166219,166640,164197,164783,165626,165888,165835,165920,165878,166124,166404,166592,166842,167069,168028,168591,169109,169911,170525,171165,177184,177485,178064,178775,179201,179516,179771,179896,179995,180201,180608,180853,180960,181150,181660,182035,182485,182522,182491,182544,182742,183041,183223,183330,183361,183210,183355,183493,183350,179443,179526,179549,179989,180032,180189,180131,180164,180252,180152,179873,179447,178939,181295,180701,179893,178779,177878,176863,176585,176110,175707,175595,175292,174904,187204,186961,186861,186517,186409,186358,186620,186935,187360,187532,187766,188099,188455,189906
,,이천시,,156144,156432,156417,156259,156421,156353,156000,155076,155288,154455,154045,153864,153864,154330,154602,155580,156145,156524,156539,156479,156888,157524,157764,158448,160100,160724,161545,161667,161545,161742,162136,162438,162892,163121,163606,164030,164288,165106,165848,167061,168000,168939,179030,179500,180379,181182,181667,182045,182348,182515,182652,182970,183388,183591,183718,183918,184300,184664,185106,185136,185076,185167,185318,185485,185545,185606,185500,185197,185348,185500,185303,184119,183905,183881,184119,184048,183810,183798,183821,183833,183536,183000,182690,181988,184866,183963,182817,181543,180598,179305,179037,178409,178006,178012,177780,177482,196751,196696,196810,196530,196625,196643,197077,197512,198214,198589,199077,199589,199994,202042
,,여주시,,160000,160000,160083,160167,160208,160000,160063,160231,159460,159396,158979,158896,159208,159125,158313,158021,159104,159104,159104,158979,158896,159521,160021,159896,145371,146032,147226,147032,147129,146965,146948,146981,146994,147058,147074,146897,150732,150771,150974,151132,151178,151372,154963,155006,155150,155441,155705,156005,156055,156136,156191,156479,157124,157561,157666,157909,158196,158546,158996,159063,159088,159075,159310,159536,159773,159931,160144,160238,160325,160488,160113,147058,146942,146750,146865,146865,146865,146673,146519,146212,145981,145635,144962,144135,140788,140519,139885,138615,137385,136538,136106,135644,134923,134356,133740,132952,133273,132692,132260,131837,131538,131538,131625,131798,131625,131260,130981,130913,131202,131767
,경의권,,,275225,275223,273713,271882,270299,268009,265190,261366,258503,256616,255214,252903,251133,249332,248149,245958,245848,245157,244546,244221,244670,246224,246473,247006,251254,252515,254090,254175,253353,253210,252893,253241,254511,255930,256722,257208,256517,258101,259948,262371,264154,266296,272399,273932,275909,277953,279301,279808,279794,279758,279674,279492,279540,279694,279901,280158,285106,286937,288272,288498,288272,287914,287755,287880,288213,288791,290563,293143,293247,293753,294506,310543,310356,310255,310085,309840,309835,309674,309053,308141,308288,309804,311226,310869,317314,316977,316514,315521,314670,313779,312601,311517,310920,310518,310536,311414,332714,333356,334468,335999,337195,339307,347356,351028,353318,355472,365776,380518,392156,403586
,,김포시,,257383,257383,254505,252749,249829,247993,245958,243168,239901,237415,236339,234425,231634,230500,229988,229573,229976,228780,226695,225207,225573,229244,228976,229049,238219,241104,243323,242292,241771,242177,241125,240125,241469,242250,242708,242823,243961,245667,248186,252804,254980,259324,277704,278639,280722,282241,283111,283370,283287,283102,282972,282759,282630,282444,282389,282315,285310,286362,287164,287293,287086,286655,285897,285440,285672,286440,288164,289966,290716,292103,293578,304542,305542,306667,307258,306925,307058,307417,307292,306442,306275,307367,309900,310375,319535,319155,318887,318282,317676,317000,316394,315873,315423,314979,315183,315528,339200,339438,339944,340300,340188,340744,352906,355925,357219,358644,380519,397866,400341,404134
,,고양시,,290298,290296,289572,287800,286283,283960,281387,277069,273868,272005,270381,268935,267414,265089,263518,261165,260859,260334,260133,259986,260414,261713,262027,262911,265747,266541,268008,268720,268023,267793,267879,268857,270224,272003,273054,273791,272972,274864,276831,278868,280840,282540,286972,288910,290850,293111,294428,294874,294862,294857,294753,294534,294643,294900,295218,295561,300513,302983,304596,304908,304711,304404,304401,304683,305057,305664,307737,310977,310827,311020,311451,333638,333018,332465,331944,331628,331376,330937,330091,329241,330016,332506,334203,334095,342693,342472,341870,340575,339471,338354,336855,335418,334718,334326,334308,335721,354826,355842,357674,360326,362545,366084,372958,377327,380387,383593,390899,403747,419744,436218
,,,덕양구,251462,251500,250972,249726,248066,246019,245283,243292,241283,240509,237953,236821,234934,233519,232038,230170,230057,229642,229783,229906,230660,232292,232887,233396,233575,233849,234642,235453,235358,234764,234792,235604,236528,238094,239236,240179,241321,243575,245387,247085,248274,249321,253991,256170,258585,260972,262160,262481,262368,262283,262208,262132,262311,262547,262764,263019,275268,277696,279446,279821,279732,279455,279491,279795,280152,280768,282304,285723,285616,285777,286045,314189,313735,313250,312538,312598,312758,312780,312515,312288,314742,320265,323462,324197,340082,339948,339545,338104,337246,336291,335097,334328,333828,333381,333522,334634,360868,362029,364603,369088,373059,377684,385507,390507,395507,399772,409985,424375,443838,463279
,,,일산동구,341573,341793,341366,340061,339707,339293,338335,336591,330573,327549,327183,324854,322695,318646,316659,312646,311732,310085,308756,308317,308915,310622,310463,311805,310988,310721,312407,313733,312849,312616,313395,315047,317314,321105,322512,323500,323904,325968,328617,330904,334202,336170,336147,338794,341971,344784,346294,346451,346529,346392,346147,345931,346039,346451,347176,347824,346755,350915,352991,353415,352981,352660,352632,353123,353642,354425,356736,359000,358651,358991,359830,379225,378157,377373,376971,376275,375706,374990,374206,373363,373578,373794,374931,373902,384360,384070,383500,382670,381540,380170,378510,377040,376210,376410,376620,378610,402569,403775,406451,409451,411667,415706,422480,426941,429451,432284,438098,449529,461882,477912
,,,일산서구,295385,295192,294067,291442,289288,285394,279856,271423,268904,266712,265192,264365,263596,261490,260096,258327,258221,258298,258481,258260,258269,258990,259337,260288,267972,269935,271907,272139,270981,271102,270806,271519,272741,273454,274194,274574,275065,276472,278185,280426,282407,284630,291241,292500,293204,295000,296333,297083,297120,297278,297231,296861,296898,297083,297259,297509,297833,299231,300389,300556,300398,300065,300037,300157,300454,300935,303444,307130,307065,307194,307537,325175,324667,324190,323802,323317,322817,322048,320516,318968,318246,318865,319262,318825,319911,319637,318790,317371,316008,314863,313121,310952,310105,309411,309073,310468,318040,318770,319230,319579,319810,321802,327659,331254,332452,334690,339627,351611,365952,379333
,,파주시,,241761,241761,238815,236750,235913,233402,229272,226228,224685,223152,222196,219880,218185,217413,216848,213717,213783,213000,212348,212424,213000,213620,214087,213946,218461,219814,221196,220304,218873,218549,217618,217167,218088,218941,219225,219265,219245,219784,220618,222069,222902,224235,223000,223964,225936,227891,229845,230800,230855,230882,230909,230873,230927,231136,231291,231645,237448,238103,239121,239181,238845,238405,238371,238603,238914,239207,240103,241440,241672,242250,243259,244992,244907,244924,245051,245119,245737,245898,245458,244288,242805,241737,241144,239136,241129,240508,240210,239629,239210,238718,237778,237036,236560,236181,236077,236052,263913,264049,263966,263928,263996,264186,270201,272799,274254,274458,278193,294792,306197,313576
